id;bps_nama_kabupaten_kota;bps_kode_kecamatan;bps_nama_kecamatan;bps_kode_desa_kelurahan;bps_desa_kelurahan;kemendagri_kode_kecamatan;kemendagri_nama_kecamatan;KODE_KD;kemendagri_nama_desa_kelurahan;jumlah_kk;semester;tahun
170;KOTA BANDUNG;3273050;ASTANAANYAR;3273050004;PANJUNAN;32.73.10;ASTANA ANYAR;32.73.10.1004;PANJUNAN;2354;2;2017
171;KOTA BANDUNG;3273050;ASTANAANYAR;3273050002;PELINDUNG HEWAN;32.73.10;ASTANA ANYAR;32.73.10.1006;PELINDUNG HEWAN;6105;2;2017
172;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020005;BABAKAN;32.73.03;BABAKAN CIPARAY;32.73.03.1002;BABAKAN;8940;2;2017
173;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020004;BABAKAN CIPARAY;32.73.03;BABAKAN CIPARAY;32.73.03.1001;BABAKAN CIPARAY;9523;2;2017
174;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020002;CIRANGRANG;32.73.03;BABAKAN CIPARAY;32.73.03.1006;CIRANGRANG;3310;2;2017
175;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020003;MARGAHAYU UTARA;32.73.03;BABAKAN CIPARAY;32.73.03.1004;MARGAHAYU UTARA;6681;2;2017
176;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020001;MARGASUKA;32.73.03;BABAKAN CIPARAY;32.73.03.1005;MARGASUKA;3538;2;2017
177;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020006;SUKAHAJI;32.73.03;BABAKAN CIPARAY;32.73.03.1003;SUKAHAJI;9131;2;2017
178;KOTA BANDUNG;3273080;BANDUNG KIDUL;3273080003;BATUNUNGGAL;32.73.21;BANDUNG KIDUL;32.73.21.1001;BATUNUNGGAL;5877;2;2017
179;KOTA BANDUNG;3273080;BANDUNG KIDUL;3273080004;KUJANGSARI;32.73.21;BANDUNG KIDUL;32.73.21.1004;KUJANGSARI;6465;2;2017
180;KOTA BANDUNG;3273080;BANDUNG KIDUL;3273080002;MENGGER;32.73.21;BANDUNG KIDUL;32.73.21.1003;MENGGER;3171;2;2017
181;KOTA BANDUNG;3273080;BANDUNG KIDUL;3273080001;WATES;32.73.21;BANDUNG KIDUL;32.73.21.1002;WATES;2548;2;2017
182;KOTA BANDUNG;3273010;BANDUNG KULON;3273010005;CARINGIN;32.73.15;BANDUNG KULON;32.73.15.1004;CARINGIN;2903;2;2017
183;KOTA BANDUNG;3273010;BANDUNG KULON;3273010007;CIBUNTU;32.73.15;BANDUNG KULON;32.73.15.1002;CIBUNTU;5641;2;2017
184;KOTA BANDUNG;3273010;BANDUNG KULON;3273010002;CIGONDEWAH KALER;32.73.15;BANDUNG KULON;32.73.15.1005;CIGONDEWAH KALER;5541;2;2017
185;KOTA BANDUNG;3273010;BANDUNG KULON;3273010003;CIGONDEWAH KIDUL;32.73.15;BANDUNG KULON;32.73.15.1008;CIGONDEWAH KIDUL;2597;2;2017
186;KOTA BANDUNG;3273010;BANDUNG KULON;3273010004;CIGONDEWAH RAHAYU;32.73.15;BANDUNG KULON;32.73.15.1007;CIGONDEWAH RAHAYU;3027;2;2017
187;KOTA BANDUNG;3273010;BANDUNG KULON;3273010008;CIJERAH;32.73.15;BANDUNG KULON;32.73.15.1001;CIJERAH;7293;2;2017
188;KOTA BANDUNG;3273010;BANDUNG KULON;3273010001;GEMPOL SARI;32.73.15;BANDUNG KULON;32.73.15.1006;GEMPOLSARI;6406;2;2017
189;KOTA BANDUNG;3273010;BANDUNG KULON;3273010006;WARUNG MUNCANG;32.73.15;BANDUNG KULON;32.73.15.1003;WARUNG MUNCANG;6322;2;2017
190;KOTA BANDUNG;3273200;BANDUNG WETAN;3273200003;CIHAPIT;32.73.09;BANDUNG WETAN;32.73.09.1001;CIHAPIT;1641;2;2017
191;KOTA BANDUNG;3273200;BANDUNG WETAN;3273200002;CITARUM;32.73.09;BANDUNG WETAN;32.73.09.1003;CITARUM;979;2;2017
192;KOTA BANDUNG;3273200;BANDUNG WETAN;3273200001;TAMAN SARI;32.73.09;BANDUNG WETAN;32.73.09.1002;TAMANSARI;8071;2;2017
193;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160002;BINONG;32.73.12;BATUNUNGGAL;32.73.12.1008;BINONG;5732;2;2017
194;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160005;CIBANGKONG;32.73.12;BATUNUNGGAL;32.73.12.1003;CIBANGKONG;5930;2;2017
195;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160001;GUMURUH;32.73.12;BATUNUNGGAL;32.73.12.1001;GUMURUH;6011;2;2017
196;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160007;KACAPIRING;32.73.12;BATUNUNGGAL;32.73.12.1004;KACAPIRING;2992;2;2017
197;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160003;KEBON GEDANG;32.73.12;BATUNUNGGAL;32.73.12.1006;KEBONGEDANG;3219;2;2017
198;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160008;KEBON WARU;32.73.12;BATUNUNGGAL;32.73.12.1005;KEBONWARU;4754;2;2017
199;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160004;MALEER;32.73.12;BATUNUNGGAL;32.73.12.1002;MALEER;5449;2;2017
200;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160006;SAMOJA;32.73.12;BATUNUNGGAL;32.73.12.1007;SAMOJA;4110;2;2017
201;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030003;BABAKAN ASIH;32.73.04;BOJONGLOA KALER;32.73.04.1004;BABAKAN ASIH;5052;2;2017
202;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030004;BABAKAN TAROGONG;32.73.04;BOJONGLOA KALER;32.73.04.1002;BABAKAN TAROGONG;8699;2;2017
203;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030005;JAMIKA;32.73.04;BOJONGLOA KALER;32.73.04.1003;JAMIKA;8609;2;2017
204;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030001;KOPO;32.73.04;BOJONGLOA KALER;32.73.04.1001;KOPO;9040;2;2017
205;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030002;SUKA ASIH;32.73.04;BOJONGLOA KALER;32.73.04.1005;SUKA ASIH;5760;2;2017
206;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040004;CIBADUYUT;32.73.17;BOJONGLOA KIDUL;32.73.17.1003;CIBADUYUT;3678;2;2017
207;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040001;CIBADUYUT KIDUL;32.73.17;BOJONGLOA KIDUL;32.73.17.1005;CIBADUYUT KIDUL;2648;2;2017
208;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040002;CIBADUYUT WETAN;32.73.17;BOJONGLOA KIDUL;32.73.17.1006;CIBADUYUT WETAN;2320;2;2017
209;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040005;KEBON LEGA;32.73.17;BOJONGLOA KIDUL;32.73.17.1002;KEBON LEGA;7345;2;2017
210;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040003;MEKAR WANGI;32.73.17;BOJONGLOA KIDUL;32.73.17.1004;MEKARWANGI;3127;2;2017
211;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040006;SITUSAEUR;32.73.17;BOJONGLOA KIDUL;32.73.17.1001;SITUSAEUR;6688;2;2017
212;KOTA BANDUNG;3273090;BUAHBATU;3273090001;CIJAURA;32.73.22;BUAHBATU;32.73.22.1003;CIJAURA;8340;2;2017
213;KOTA BANDUNG;3273090;BUAHBATU;3273090004;JATI SARI;32.73.22;BUAHBATU;32.73.22.1004;JATISARI;2782;2;2017
214;KOTA BANDUNG;3273090;BUAHBATU;3273090002;MARGASARI;32.73.22;BUAHBATU;32.73.22.1002;MARGASARI;11811;2;2017
215;KOTA BANDUNG;3273090;BUAHBATU;3273090003;SEKEJATI;32.73.22;BUAHBATU;32.73.22.1001;SEKEJATI;8156;2;2017
216;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220004;CIGADUNG;32.73.18;CIBEUNYING KALER;32.73.18.1004;CIGADUNG;9557;2;2017
217;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220001;CIHAURGEULIS;32.73.18;CIBEUNYING KALER;32.73.18.1001;CIHAUR GEULIS;4068;2;2017
218;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220003;NEGLASARI;32.73.18;CIBEUNYING KALER;32.73.18.1003;NEGLASARI;3009;2;2017
219;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220002;SUKALUYU;32.73.18;CIBEUNYING KALER;32.73.18.1002;SUKALUYU;5178;2;2017
220;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210002;CICADAS;32.73.14;CIBEUNYING KIDUL;32.73.14.1003;CICADAS;5011;2;2017
221;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210003;CIKUTRA;32.73.14;CIBEUNYING KIDUL;32.73.14.1002;CIKUTRA;7232;2;2017
222;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210004;PADASUKA;32.73.14;CIBEUNYING KIDUL;32.73.14.1001;PADASUKA;5446;2;2017
223;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210005;PASIRLAYUNG;32.73.14;CIBEUNYING KIDUL;32.73.14.1006;PASIRLAYUNG;6790;2;2017
224;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210001;SUKAMAJU;32.73.14;CIBEUNYING KIDUL;32.73.14.1004;SUKAMAJU;3745;2;2017
225;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210006;SUKAPADA;32.73.14;CIBEUNYING KIDUL;32.73.14.1005;SUKAPADA;6795;2;2017
226;KOTA BANDUNG;3273110;CIBIRU;3273110003;PASIR BIRU;32.73.25;CIBIRU;32.73.25.1003;PASIR BIRU;4836;2;2017
227;KOTA BANDUNG;3273110;CIBIRU;3273110005;PALASARI;32.73.25;CIBIRU;32.73.25.1001;PALASARI;6867;2;2017
228;KOTA BANDUNG;3273110;CIBIRU;3273110006;CISURUPAN;32.73.25;CIBIRU;32.73.25.1004;CISURUPAN;3952;2;2017
229;KOTA BANDUNG;3273110;CIBIRU;3273110004;CIPADUNG;32.73.25;CIBIRU;32.73.25.1002;CIPADUNG;6980;2;2017
230;KOTA BANDUNG;3273190;CICENDO;3273190001;ARJUNA;32.73.06;CICENDO;32.73.06.1002;ARJUNA;4805;2;2017
231;KOTA BANDUNG;3273190;CICENDO;3273190005;HUSEN SASTRANEGARA;32.73.06;CICENDO;32.73.06.1001;HUSEN SASTRANEGARA;5013;2;2017
232;KOTA BANDUNG;3273190;CICENDO;3273190004;PAJAJARAN;32.73.06;CICENDO;32.73.06.1003;PAJAJARAN;7894;2;2017
233;KOTA BANDUNG;3273190;CICENDO;3273190003;PAMOYANAN;32.73.06;CICENDO;32.73.06.1005;PAMOYANAN;2842;2;2017
234;KOTA BANDUNG;3273190;CICENDO;3273190002;PASIRKALIKI;32.73.06;CICENDO;32.73.06.1004;PASIR KALIKI;3102;2;2017
235;KOTA BANDUNG;3273190;CICENDO;3273190006;SUKARAJA;32.73.06;CICENDO;32.73.06.1006;SUKARAJA;7102;2;2017
236;KOTA BANDUNG;3273260;CIDADAP;3273260002;CIUMBULEUIT;32.73.08;CIDADAP;32.73.08.1002;CIUMBULEUIT;6861;2;2017
237;KOTA BANDUNG;3273260;CIDADAP;3273260001;HEGARMANAH;32.73.08;CIDADAP;32.73.08.1001;HEGARMANAH;6502;2;2017
238;KOTA BANDUNG;3273260;CIDADAP;3273260003;LEDENG;32.73.08;CIDADAP;32.73.08.1003;LEDENG;3283;2;2017
239;KOTA BANDUNG;3273121;CINAMBO;3273121002;BABAKAN PENGHULU;32.73.29;CINAMBO;32.73.29.1004;BABAKAN PENGHULU;2163;2;2017
240;KOTA BANDUNG;3273121;CINAMBO;3273121003;PAKEMITAN;32.73.29;CINAMBO;32.73.29.1002;PAKEMITAN;2018;2;2017
241;KOTA BANDUNG;3273121;CINAMBO;3273121004;SUKAMULYA;32.73.29;CINAMBO;32.73.29.1003;SUKAMULYA;1744;2;2017
242;KOTA BANDUNG;3273121;CINAMBO;3273121001;CISARANTEN WETAN;32.73.29;CINAMBO;32.73.29.1001;CISARANTEN WETAN;1754;2;2017
243;KOTA BANDUNG;3273230;COBLONG;3273230001;CIPAGANTI;32.73.02;COBLONG;32.73.02.1001;CIPAGANTI;4033;2;2017
244;KOTA BANDUNG;3273230;COBLONG;3273230006;DAGO;32.73.02;COBLONG;32.73.02.1004;DAGO;10716;2;2017
245;KOTA BANDUNG;3273230;COBLONG;3273230003;LEBAK GEDE;32.73.02;COBLONG;32.73.02.1002;LEBAKGEDE;3620;2;2017
246;KOTA BANDUNG;3273230;COBLONG;3273230002;LEBAK SILIWANGI;32.73.02;COBLONG;32.73.02.1006;LEBAK SILIWANGI;1389;2;2017
247;KOTA BANDUNG;3273230;COBLONG;3273230004;SADANG SERANG;32.73.02;COBLONG;32.73.02.1003;SADANGSERANG;8711;2;2017
248;KOTA BANDUNG;3273230;COBLONG;3273230005;SEKELOA;32.73.02;COBLONG;32.73.02.1005;SEKELOA;8779;2;2017
249;KOTA BANDUNG;3273101;GEDEBAGE;3273101004;CIMINCRANG;32.73.27;GEDEBAGE;32.73.27.1001;CIMENERANG;1202;2;2017
250;KOTA BANDUNG;3273101;GEDEBAGE;3273101003;CISARANTEN KIDUL;32.73.27;GEDEBAGE;32.73.27.1002;CISANTREN KIDUL;6303;2;2017
251;KOTA BANDUNG;3273101;GEDEBAGE;3273101001;RANCABOLANG;32.73.27;GEDEBAGE;32.73.27.1003;RANCABOLANG;3025;2;2017
252;KOTA BANDUNG;3273101;GEDEBAGE;3273101002;RANCANUMPANG;32.73.27;GEDEBAGE;32.73.27.1004;RANCANUMPANG;1342;2;2017
253;KOTA BANDUNG;3273150;KIARACONDONG;3273150004;BABAKAN SARI;32.73.16;KIARACONDONG;32.73.16.1005;BABAKANSARI;11861;2;2017
254;KOTA BANDUNG;3273150;KIARACONDONG;3273150005;BABAKAN SURABAYA;32.73.16;KIARACONDONG;32.73.16.1003;BABAKAN SURABAYA;6110;2;2017
255;KOTA BANDUNG;3273150;KIARACONDONG;3273150006;CICAHEUM;32.73.16;KIARACONDONG;32.73.16.1004;CICAHEUM;5239;2;2017
256;KOTA BANDUNG;3273150;KIARACONDONG;3273150003;KEBON JAYANTI;32.73.16;KIARACONDONG;32.73.16.1002;KEBON JAYANTI;4163;2;2017
257;KOTA BANDUNG;3273150;KIARACONDONG;3273150001;KEBON KANGKUNG;32.73.16;KIARACONDONG;32.73.16.1006;KEBON KANGKUNG;4077;2;2017
258;KOTA BANDUNG;3273150;KIARACONDONG;3273150002;SUKAPURA;32.73.16;KIARACONDONG;32.73.16.1001;SUKAPURA;8321;2;2017
259;KOTA BANDUNG;3273070;LENGKONG;3273070005;BURANGRANG;32.73.13;LENGKONG;32.73.13.1003;BURANGRANG;3347;2;2017
260;KOTA BANDUNG;3273070;LENGKONG;3273070001;CIJAGRA;32.73.13;LENGKONG;32.73.13.1001;CIJAGRA;4037;2;2017
261;KOTA BANDUNG;3273070;LENGKONG;3273070006;CIKAWAO;32.73.13;LENGKONG;32.73.13.1007;CIKAWAO;2920;2;2017
262;KOTA BANDUNG;3273070;LENGKONG;3273070003;LINGKAR SELATAN;32.73.13;LENGKONG;32.73.13.1002;LINGKAR SELATAN;3653;2;2017
263;KOTA BANDUNG;3273070;LENGKONG;3273070004;MALABAR;32.73.13;LENGKONG;32.73.13.1006;MALABAR;2850;2;2017
264;KOTA BANDUNG;3273070;LENGKONG;3273070007;PALEDANG;32.73.13;LENGKONG;32.73.13.1004;PALEDANG;2155;2;2017
265;KOTA BANDUNG;3273070;LENGKONG;3273070002;TURANGGA;32.73.13;LENGKONG;32.73.13.1005;TURANGGA;4752;2;2017
266;KOTA BANDUNG;3273142;MANDALAJATI;3273142001;JATIHANDAP;32.73.30;MANDALAJATI;32.73.30.1001;JATIHANDAP;8132;2;2017
267;KOTA BANDUNG;3273142;MANDALAJATI;3273142002;KARANG PAMULANG;32.73.30;MANDALAJATI;32.73.30.1002;KARANG PAMULANG;5362;2;2017
268;KOTA BANDUNG;3273142;MANDALAJATI;3273142004;PASIR IMPUN;32.73.30;MANDALAJATI;32.73.30.1003;PASIR IMPUN;3713;2;2017
269;KOTA BANDUNG;3273142;MANDALAJATI;3273142003;SINDANG JAYA;32.73.30;MANDALAJATI;32.73.30.1004;SINDANG JAYA;4258;2;2017
270;KOTA BANDUNG;3273111;PANYILEUKAN;3273111001;MEKAR MULYA;32.73.28;PANYILEUKAN;32.73.28.1004;MEKAR MULYA;2158;2;2017
271;KOTA BANDUNG;3273111;PANYILEUKAN;3273111003;CIPADUNG WETAN;32.73.28;PANYILEUKAN;32.73.28.1003;CIPADUNG WETAN;1055;2;2017
272;KOTA BANDUNG;3273111;PANYILEUKAN;3273111004;CIPADUNG KULON;32.73.28;PANYILEUKAN;32.73.28.1001;CIPADUNG KULON;3903;2;2017
273;KOTA BANDUNG;3273111;PANYILEUKAN;3273111002;CIPADUNG KIDUL;32.73.28;PANYILEUKAN;32.73.28.1002;CIPADUNG KIDUL;4341;2;2017
274;KOTA BANDUNG;3273100;RANCASARI;3273100002;CIPAMOKOLAN;32.73.23;RANCASARI;32.73.23.1001;CIPAMOKOLAN;7076;2;2017
275;KOTA BANDUNG;3273100;RANCASARI;3273100001;DERWATI;32.73.23;RANCASARI;32.73.23.1002;DERWATI;5475;2;2017
276;KOTA BANDUNG;3273100;RANCASARI;3273100005;MANJAHLEGA;32.73.23;RANCASARI;32.73.23.1003;MANJAHLEGA;7604;2;2017
277;KOTA BANDUNG;3273100;RANCASARI;3273111001;MEKAR MULYA;32.73.23;RANCASARI;32.73.28.1004;MEKAR MULYA;5380;2;2017
278;KOTA BANDUNG;3273060;REGOL;3273060003;ANCOL;32.73.11;REGOL;32.73.11.1002;ANCOL;3780;2;2017
279;KOTA BANDUNG;3273060;REGOL;3273060007;BALONG GEDE;32.73.11;REGOL;32.73.11.1004;BALONGGEDE;2907;2;2017
280;KOTA BANDUNG;3273060;REGOL;3273060005;CIATEUL;32.73.11;REGOL;32.73.11.1006;CIATEUL;2638;2;2017
281;KOTA BANDUNG;3273060;REGOL;3273060004;CIGERELENG;32.73.11;REGOL;32.73.11.1001;CIGERELENG;3885;2;2017
282;KOTA BANDUNG;3273060;REGOL;3273060001;CISEUREUH;32.73.11;REGOL;32.73.11.1005;CISEUREUH;5320;2;2017
283;KOTA BANDUNG;3273060;REGOL;3273060002;PASIRLUYU;32.73.11;REGOL;32.73.11.1007;PASIRLUYU;5189;2;2017
284;KOTA BANDUNG;3273060;REGOL;3273060006;PUNGKUR;32.73.11;REGOL;32.73.11.1003;PUNGKUR;2803;2;2017
285;KOTA BANDUNG;3273240;SUKAJADI;3273240004;CIPEDES;32.73.07;SUKAJADI;32.73.07.1002;CIPEDES;8923;2;2017
286;KOTA BANDUNG;3273240;SUKAJADI;3273240005;PASTEUR;32.73.07;SUKAJADI;32.73.07.1001;PASTEUR;5840;2;2017
287;KOTA BANDUNG;3273240;SUKAJADI;3273240003;SUKABUNGAH;32.73.07;SUKAJADI;32.73.07.1005;SUKABUNGAH;6808;2;2017
288;KOTA BANDUNG;3273240;SUKAJADI;3273240002;SUKAGALIH;32.73.07;SUKAJADI;32.73.07.1004;SUKAGALIH;5611;2;2017
289;KOTA BANDUNG;3273240;SUKAJADI;3273240001;SUKAWARNA;32.73.07;SUKAJADI;32.73.07.1003;SUKAWARNA;4321;2;2017
290;KOTA BANDUNG;3273250;SUKASARI;3273250003;GEGERKALONG;32.73.01;SUKASARI;32.73.01.1002;GEGERKALONG;7378;2;2017
291;KOTA BANDUNG;3273250;SUKASARI;3273250004;ISOLA;32.73.01;SUKASARI;32.73.01.1003;ISOLA;4064;2;2017
292;KOTA BANDUNG;3273250;SUKASARI;3273250001;SARIJADI;32.73.01;SUKASARI;32.73.01.1004;SARIJADI;8567;2;2017
293;KOTA BANDUNG;3273250;SUKASARI;3273250002;SUKARASA;32.73.01;SUKASARI;32.73.01.1001;SUKARASA;4110;2;2017
294;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170004;BABAKAN CIAMIS;32.73.19;SUMUR BANDUNG;32.73.19.1004;BABAKAN CIAMIS;2657;2;2017
295;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170001;BRAGA;32.73.19;SUMUR BANDUNG;32.73.19.1001;BRAGA;1991;2;2017
296;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170002;KEBON PISANG;32.73.19;SUMUR BANDUNG;32.73.19.1003;KEBON PISANG;3816;2;2017
297;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170003;MERDEKA;32.73.19;SUMUR BANDUNG;32.73.19.1002;MERDEKA;3131;2;2017
298;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120006;CIGENDING;32.73.26;UJUNGBERUNG;32.73.26.1004;CIGENDING;5030;2;2017
299;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120003;PASANGGRAHAN;32.73.26;UJUNGBERUNG;32.73.26.1007;PASANGGRAHAN;5803;2;2017
300;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120007;PASIR ENDAH;32.73.26;UJUNGBERUNG;32.73.26.1003;PASIR ENDAH;4892;2;2017
301;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120005;PASIR WANGI;32.73.26;UJUNGBERUNG;32.73.26.1005;PASIRWANGI;4699;2;2017
302;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120004;PASIRJATI;32.73.26;UJUNGBERUNG;32.73.26.1006;PASIRJATI;5015;2;2017
303;KOTA BANDUNG;3273060;REGOL;3273060003;ANCOL;32.73.11;REGOL;32.73.11.1002;ANCOL;3698;1;2018
304;KOTA BANDUNG;3273141;ANTAPANI;3273141001;ANTAPANI KIDUL;32.73.20;ANTAPANI;32.73.20.1005;ANTAPANI KIDUL;7662;1;2018
305;KOTA BANDUNG;3273141;ANTAPANI;3273141004;ANTAPANI KULON;32.73.20;ANTAPANI;32.73.20.1001;ANTAPANI KULON;3299;1;2018
306;KOTA BANDUNG;3273141;ANTAPANI;3273141002;ANTAPANI TENGAH;32.73.20;ANTAPANI;32.73.20.1004;ANTAPANI TENGAH;7191;1;2018
307;KOTA BANDUNG;3273141;ANTAPANI;3273141003;ANTAPANI WETAN;32.73.20;ANTAPANI;32.73.20.1006;ANTAPANI WETAN;5538;1;2018
308;KOTA BANDUNG;3273190;CICENDO;3273190001;ARJUNA;32.73.06;CICENDO;32.73.06.1002;ARJUNA;4507;1;2018
309;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020005;BABAKAN;32.73.03;BABAKAN CIPARAY;32.73.03.1002;BABAKAN;9048;1;2018
310;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030003;BABAKAN ASIH;32.73.04;BOJONGLOA KALER;32.73.04.1004;BABAKAN ASIH;5110;1;2018
311;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170004;BABAKAN CIAMIS;32.73.19;SUMUR BANDUNG;32.73.19.1004;BABAKAN CIAMIS;2642;1;2018
312;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020004;BABAKAN CIPARAY;32.73.03;BABAKAN CIPARAY;32.73.03.1001;BABAKAN CIPARAY;9751;1;2018
313;KOTA BANDUNG;3273121;CINAMBO;3273121002;BABAKAN PENGHULU;32.73.29;CINAMBO;32.73.29.1004;BABAKAN PENGHULU;2193;1;2018
314;KOTA BANDUNG;3273150;KIARACONDONG;3273150004;BABAKAN SARI;32.73.16;KIARACONDONG;32.73.16.1005;BABAKANSARI;11968;1;2018
315;KOTA BANDUNG;3273150;KIARACONDONG;3273150005;BABAKAN SURABAYA;32.73.16;KIARACONDONG;32.73.16.1003;BABAKAN SURABAYA;6225;1;2018
316;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030004;BABAKAN TAROGONG;32.73.04;BOJONGLOA KALER;32.73.04.1002;BABAKAN TAROGONG;8822;1;2018
317;KOTA BANDUNG;3273060;REGOL;3273060007;BALONG GEDE;32.73.11;REGOL;32.73.11.1004;BALONGGEDE;2747;1;2018
318;KOTA BANDUNG;3273080;BANDUNG KIDUL;3273080003;BATUNUNGGAL;32.73.21;BANDUNG KIDUL;32.73.21.1001;BATUNUNGGAL;5974;1;2018
319;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160002;BINONG;32.73.12;BATUNUNGGAL;32.73.12.1008;BINONG;5812;1;2018
320;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170001;BRAGA;32.73.19;SUMUR BANDUNG;32.73.19.1001;BRAGA;2004;1;2018
321;KOTA BANDUNG;3273070;LENGKONG;3273070005;BURANGRANG;32.73.13;LENGKONG;32.73.13.1003;BURANGRANG;3352;1;2018
322;KOTA BANDUNG;3273180;ANDIR;3273180001;CAMPAKA;32.73.05;ANDIR;32.73.05.1006;CAMPAKA;5655;1;2018
323;KOTA BANDUNG;3273010;BANDUNG KULON;3273010005;CARINGIN;32.73.15;BANDUNG KULON;32.73.15.1004;CARINGIN;2898;1;2018
324;KOTA BANDUNG;3273060;REGOL;3273060005;CIATEUL;32.73.11;REGOL;32.73.11.1006;CIATEUL;2494;1;2018
325;KOTA BANDUNG;3273050;ASTANAANYAR;3273050005;CIBADAK;32.73.10;ASTANA ANYAR;32.73.10.1005;CIBADAK;4407;1;2018
326;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040004;CIBADUYUT;32.73.17;BOJONGLOA KIDUL;32.73.17.1003;CIBADUYUT;3713;1;2018
327;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040001;CIBADUYUT KIDUL;32.73.17;BOJONGLOA KIDUL;32.73.17.1005;CIBADUYUT KIDUL;2704;1;2018
328;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040002;CIBADUYUT WETAN;32.73.17;BOJONGLOA KIDUL;32.73.17.1006;CIBADUYUT WETAN;2391;1;2018
329;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160005;CIBANGKONG;32.73.12;BATUNUNGGAL;32.73.12.1003;CIBANGKONG;5931;1;2018
330;KOTA BANDUNG;3273010;BANDUNG KULON;3273010007;CIBUNTU;32.73.15;BANDUNG KULON;32.73.15.1002;CIBUNTU;5667;1;2018
331;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210002;CICADAS;32.73.14;CIBEUNYING KIDUL;32.73.14.1003;CICADAS;5072;1;2018
332;KOTA BANDUNG;3273150;KIARACONDONG;3273150006;CICAHEUM;32.73.16;KIARACONDONG;32.73.16.1004;CICAHEUM;5377;1;2018
333;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220004;CIGADUNG;32.73.18;CIBEUNYING KALER;32.73.18.1004;CIGADUNG;9675;1;2018
334;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120006;CIGENDING;32.73.26;UJUNGBERUNG;32.73.26.1004;CIGENDING;5087;1;2018
335;KOTA BANDUNG;3273060;REGOL;3273060004;CIGERELENG;32.73.11;REGOL;32.73.11.1001;CIGERELENG;3920;1;2018
336;KOTA BANDUNG;3273010;BANDUNG KULON;3273010002;CIGONDEWAH KALER;32.73.15;BANDUNG KULON;32.73.15.1005;CIGONDEWAH KALER;5586;1;2018
337;KOTA BANDUNG;3273010;BANDUNG KULON;3273010003;CIGONDEWAH KIDUL;32.73.15;BANDUNG KULON;32.73.15.1008;CIGONDEWAH KIDUL;2645;1;2018
